addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,amenity,check_date,check_date:opening_hours,cuisine,diet:vegetarian,indoor_seating,name,opening_hours,outdoor_seating,phone,smoking,takeaway,website,wheelchair,name:en,operator,wheelchair:description,wikidata,wikipedia,contact:phone,toilets:wheelchair,brand,brand:wikidata,brand:wikipedia,man_made,surveillance,opening_hours:signed,source:imagery,contact:city,contact:country,contact:housenumber,contact:postcode,contact:street,air_conditioning,bar,description,diet:chicken,diet:dairy_free,diet:fish,diet:meat,diet:non-vegetarian,email,highchair,name:it,name:ko,reservation,fixme,internet_access,name:be,name:ru,payment:credit_cards,payment:debit_cards,contact:email,contact:website,diet:halal,diet:vegan,payment:cash,description:en,name:ja,name:zh,ref:vatin,tourism,official_name,brewery,contact:fax,sport,note,start_date,WLAN,heritage,heritage:operator,ref:at:bda,toilets,internet_access:fee,name:etymology,name:etymology:wikidata,shop,Notiz,capacity,delivery,created_by,fax,alt_name,changing_table,changing_table:count,changing_table:location,food,all_you_can_eat,level,lunch:menu,website:menu,url,payment:maestro,payment:mastercard,payment:visa,not:brand:wikidata,wheelchair:description:de,panoramax,panoramax:0,microbrewery,proposed:amenity,opening_hours:kitchen,payment:cards,name:de,wifi,opening_hours:covid19,UID,branch,contact:facebook,contact:instagram,toilets:access,contact:untappd,old_name,source,award:Gault-Millau,award:michelin,organic,regional,diet:kosher,name:he,food:ice_cream,source:cuisine,abandoned:amenity,name:fa,coffee,drink:juice,drive_through,drive_in,addr:housename,self_service,theme,facebook,layer,addr:floor,check_date:diet:vegetarian,addr:unit,diet:gluten_free,mobile,internet_access:ssid,reservation:website,fast_food,payment:qr_code,diet:raw,indoor,covered,fuel,real_fire,seasonal,brothel,distillery,drink:brewery,drink:coffee,drinking_water,disused:cuisine,disused:name,addr:place,payment:american_express,diet:mediterranean,cocktails,building,reservation:email,delivery:partner,diet:healthy,diet:lactose_free,diet:local,service:electricity,buffet,karaoke,architect,architect:wikidata,building:levels,roof:shape,roof:levels,name:signed,cuisine:de,room,id,long,lat,access,addr:district,addr:suburb,at_bev:addr_date,atm,baby_feeding,brand:en,brand:zh,brothel:club,building:colour,bulk_purchase,check_date:diet:halal,check_date:diet:kosher,check_date:diet:vegan,check_date:smoking,currency:XBT,designation,diet:organic,diet:pescetarian,diet:seafood,disused:amenity,fee,food:affogato,height,historic,image,int_name,internet_access:free,leisure,min_age,music,music_genre,noaddress,nohousenumber,noname,not:amenity,opening_hours:drive_through,opening_hours:url,operator:type,owner,payment:lightning,payment:onchain,power_supply,rental,short_name,snack,survey:date,wikimedia_commons,addr:interpolation,building:part,check_date:currency:XBT,contact:mobile,dispensing,disused:brand,disused:opening_hours,disused:operator,disused:shop,drink,entrance,note:cuisine,operator:wikidata,operator:wikipedia,origin,payment:apple_pay,payment:coins,payment:contactless,payment:google_pay,payment:lightning_contactless,payment:notes,payment:others,payment:v_pay,stars,type,check_date:toilets:wheelchair,community_centre:for,diet:egg_free,diet:neopolitan,diet:nut_free,drink:beer,drink:tea,drink:water,drink:whisky,drink:wine,food:burger,food:pasta,food:pizza,food:risotto,food:soup,happy_hours,kids_area,kids_area:fee,kids_area:indoor,kids_area:outdoor,kids_area:supervised,lgbtq,lgbtq:women,menu_languages,payment:cryptocurrencies,product,seats,smoking:outside,website:booking,website:orders,wine:region,wine:type,year_of_construction,addr:door,barrier,brewery:Pils,brewery:Zwickl,burger,disused:name:zh,dog,drink:club-mate,drink:cocktail,internet_access:wlan:bssid,lunch,name:ar,name:zh-Latn-pinyin,payment:account_cards,payment:app,seating,smoking_hours,alt_name_1,alt_name_2,audience,brand:website,drink:smoothie,fetish,food:egg_roll,food:salad,food:toast,food:wraps,internet_access:provider,lunch:buffet,payment:electronic_purses,source:opening_hours,billiards,billiards:snooker,breakfast,condition,contact:mastodon,darts,description:de,dish,food:baklava,food:brioche_con_gelato,location,museum,note:en,operator:addr,oven,payment:diners_club,restaurant,source:date,source:position,addr2:housenumber,addr2:street,board_games,cash_withdrawal,description:covid19,description:payment,drink:gin,pub,wheelchair:description:en,club,fair_trade,kitchen_hours,payment:jcb,payment:unionpay,phone:mobile,reusable_packaging:offer,roof:colour,roof:material,sustenance,addr:city:en,breakfast:buffet,disused,drink:affogato,drink:ayran,food:baba_ghanoush,food:bakery,food:berliner,food:börek,food:chicken,food:churros,food:falafel,food:fatteh,food:ful,food:hummus,food:hurmašica,food:kebab,food:lamajun,food:lokma,food:moussaka,food:pide,food:sandwich,food:schaumrolle,food:tulumba,food:waffel,full_name,mapillary,name:ro,name:tr,payment:bancomat,sells:clothes,source:geometry,bistro,contact:twitter,kitchen,source:amenity,food:cake,name:hr,vegan,biergarten,building:material,amenity_1,contact:tripadvisor,loc_name,lunch:warm,real_ale,toilets:fee,addr:hamlet,diet:macrobiotic,food:pierogi,changing_table:fee,name:el,zero_waste,contact:tiktok,opening_date,sauna,temporary,country,craft,long_name,service_times,closed,drink:beer:Budweiser,drink:beer:Corona,drink:beer:Desperados,drink:beer:Guinness,drink:beer:Heineken,drink:beer:Null_Komma_Josef,drink:beer:Ottakringer,drink:beer:Rotes_Zwickl,drink:beer:Schneider_Weisse,drink:beer:Strongbow,drink:beer:Wieselburger,drink:soft_drink,fence,landuse,menu:url,old_facebook,old_operator,winery,darts:type,operator:phone,serving_system:buffet,serving_system:conveyor_belt,betting,gambling,panoramax:1,panoramax:2,reg_name,shelter_type,addr1:housenumber,addr1:street,addr:subdistrict,al_fresco,diet:meat_free,disused:contact:website,disused:description,disused:start_date,drinking_water:legal,ele,gluten_free,payment:meal_voucher,pet,phone_1,smokefree,source:phone,wlan:operator,payment:nfc,pizza
Wien,AT,7,1040,Rilkeplatz,restaurant,3/11/2025,3/11/2025,mediterranean,,yes,Süd Länder Cafe Bistro,"Tu-Fr 11:30-15:00,17:00-22:00",yes,43019667823,,,https://www.suedlaender.com/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1838694688,16.3672183,48.1978979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,24,1040,Wiedner Hauptstraße,fast_food,6/19/2024,,chicken;kebab,,,Berfin,"Mo-Fr 09:00-21:00; Sa,Su,PH off",,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887055494,16.3669314,48.1959809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,15,1040,Argentinierstraße,restaurant,3/3/2025,,italian,,,Fine Fine,"Mo-Sa 11:00-23:00; Su,PH 11:00-23:00",,+43 1 997 80 75,,,https://www.finefine.at/,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,office@finefine.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.finefine.at/menus,,,,,,,,,,,,,,,,,,https://www.facebook.com/finefinevienna/,https://www.instagram.com/finefinevienna/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930466965,16.372599,48.196242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,8,1040,Karlsplatz,cafe,5/4/2024,11/10/2024,,,,trude und töchter: und töchter,"Tu-We,Fr 09:00-18:00; Th 09:00-21:00; Sa-Su 10:00-18:00",yes,+43 664 9664840,,,https://www.trudeund.at,yes,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,yes,yes,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,yes,,wheelchair_toilet,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930467033,16.3729431,48.1993335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,10,1040,Wohllebengasse,restaurant,,,,,,Wohlleben,"Mo-Th 12:00-14:30; Fr,Sa 18:00-22:30",,+43 699 19690227,,,https://www.wohlleben.wien/,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,office@wohlleben.wien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1943204056,16.3739932,48.1966416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,7,1040,Faulmanngasse,cafe,,,japanese,yes,,Cha No Ma,Mo-Sa 11:00-18:00; Su off,,,,,https://www.chanomavienna.at/,,,,,,,+43 1 5879406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tee@chanoma.at,,,yes,,,,,,,,,,,,,,,,,,,,,tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969920409,16.3651316,48.1988831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,,1040,Karolinenmarkt,fast_food,,2/10/2025,,,,"Cafe-Imbiss ""Am Platzl""",Mo-Fr 09:30-19:00,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984031682,16.3758866,48.1906437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,31,1040,Große Neugasse,restaurant,,,,,yes,Alma,Mo-Fr 17:00-23:00,yes,+43 1 9974446,outside,,https://www.alma-gastrotheque.at/,yes,,EU-Alma Gastrotheque GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,alma@alma-gastrotheque.at,,,,,,,,,,,,,,,,,,,,,,,,,,3/27/2018,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137688161,16.3630653,48.193893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,14-Oct,1040,Johann-Strauß-Gasse,cafe,,,coffee_shop,,,Café Vitrine,"Mo,Tu,Fr 11:00-18:00; We,Th 11:00-19:00",,,no,,www.cafe-vitrine.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gabi Frimberger,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,persönlich bekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2316391562,16.3671755,48.1885625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,,44,1040,Wiedner Gürtel,fast_food,9/10/2022,,kebab,,,Lades Kebab,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336501622,16.374174,48.1866065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,7A,1040,Weyringergasse,restaurant,,4/20/2023,italian_pizza,yes,,Don Giovanni,"Mo-Fr,Su 11:30-14:30,17:30-22:30; Sa 17:30-22:30",,4315052842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,http://www.don-giovanni-ristorante.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2484918184,16.3792453,48.1887048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,6-Apr,1040,Favoritenstraße,restaurant,,,mexican,yes,yes,Santos Wieden,"Su-Th 11:00-24:00, Fr,Sa 11:00-01:00",yes,+43 1 942 99 02,,,https://www.santos-bar.com/,limited,,,,,,,no,,,,,,,,,,,,,,,,,,,,,office@santos-bar.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2512621735,16.3686096,48.1957657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,36,1040,Wiedner Hauptstraße,restaurant,,,austrian,,yes,Zur Herknerin,Tu-Fr 18:00-22:00+,yes,+43 699 15220522,,,https://zurherknerin.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,buero@zurherknerin.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515671261,16.3667889,48.1950591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,29,1040,Rechte Wienzeile,restaurant,2/25/2024,,chinese,yes,,Dim-Sum Restaurant,"Mo-Tu,Th-Su 11:00-22:00",no,+43 699 15218689,no,,,no,,Xia Peijung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中国中心 口之福,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2632060138,16.3616207,48.1971827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,4,1040,Rilkeplatz,bar,,8/27/2024,,,,Silver Bar,Tu-Sa 19:00-03:00,,+43 1 589 180,,,https://www.dastriest.at/index_mobile.php?site=silverbar,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2984602439,16.3673297,48.1974387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,12,1040,Neumanngasse,cafe,,,cake;coffee_shop;sandwich,yes,yes,Allergiker Café,Tu-Fr 10:30-18:00; Sa 10:00-16:00,no,,,,http://www.allergikercafe.at,limited,,Rothaug KG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,kontakt@allergikercafe.at,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orf.at→website,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,only,,,,,,,,,,,,,3038856181,16.3673543,48.1946268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,2,1040,Leibenfrostgasse,restaurant,1/25/2024,,regional,,,Dining Ruhm,"Tu-Sa 11:00-14:00, 17:00-23:00",,+43 1 9452224,,,https://diningruhm.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,office@diningruhm.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3157765847,16.364697,48.190354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,41,1040,Wiedner Hauptstraße,restaurant,6/6/2023,,,,,Entler,"Th-Sa 17:00-01:00, PH off",,,,,https://www.entler.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3186185369,16.367638,48.1933724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wien,AT,60B,1040,Wiedner Hauptstraße,restaurant,,9/23/2024,greek,,yes,Sokrates,"11:30-14:30,18:00-24:00",no,+43 1 5874111,isolated,,http://www.restaurant-sokrates.at/,no,,,,,,+43 1 5874111,,,,,,,,,,,,,,,,,,,,,,restaurant.sokrates@aon.at,,,,,,,,,,,restaurant.sokrates@aon.at,http://www.restaurant-sokrates.at/,,,,,,,,,,,+43 1 5874111,,,,,,,,,,,,,,,,,+43 1 5874111,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274539678,16.3663902,48.1908069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
